Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410475850105286,0.8452737254172048,0.7640336296269649,0.787983229909197,535796800
2000-01-04,0.7701388001441956,0.8311857995176746,0.7602770708655592,0.8133414224201578,512377600
2000-01-05,0.7814084887504578,0.8307163398899913,0.7738954220935865,0.779530209546656,778321600
2000-01-06,0.7137866020202637,0.8039493112998308,0.7137866020202637,0.7973753598427923,767972800
2000-01-07,0.7475979328155518,0.7588684094308956,0.7175440140051559,0.7250570799015257,460734400
2000-01-10,0.7344493865966797,0.7682598707656064,0.7119085287950839,0.766381591344661,505064000
2000-01-11,0.6968815326690674,0.7466589713049819,0.6799763158671408,0.7208311373670201,441548800
2000-01-12,0.6550875902175903,0.7175441540242403,0.6499214817698462,0.7137867425720581,976068800
2000-01-13,0.7269353270530701,0.7419623119156469,0.6950031284252991,0.7099122913658482,1032684800
2000-01-14,0.7546417713165283,0.7682600144212032,0.7466591199036045,0.7513547942548331,390376000
2000-01-18,0.7809389233589172,0.7964362935792543,0.7546415108739105,0.7588684539756724,459177600
2000-01-19,0.8006625175476074,0.8170982024590331,0.7767129123537344,0.7936181796640565,597643200
2000-01-20,0.8527876734733582,0.9128955143881446,0.8527876734733582,0.867814608622888,1831132800
2000-01-21,0.8363520503044128,0.8584225726388859,0.8278990157228814,0.8584225726388859,495924800
2000-01-24,0.79831463098526,0.8471520485811874,0.7898615466979472,0.8147502641966269,440876800
2000-01-25,0.8433955311775208,0.8499703866826633,0.7691998101107682,0.7889224706092814,497145600
2000-01-26,0.8278987407684326,0.8579527053231903,0.8246118156751591,0.8264900442546516,367158400
2000-01-27,0.8264904618263245,0.8490313729765929,0.8039496008344049,0.8175678433200881,340144000
2000-01-28,0.7635639905929565,0.8330640722296474,0.7560509251013297,0.8128718842433821,423348800
2000-01-31,0.7795301675796509,0.7804693322101586,0.7100301290637536,0.7588684453918152,701680000
2000-02-01,0.7532327771186829,0.7889223883824181,0.7513545481201573,0.7814084692216235,318035200
2000-02-02,0.7424319386482239,0.7673206549847114,0.7288136497268461,0.7569901947688038,464195200
2000-02-03,0.776243269443512,0.7832876063227459,0.7532327821697146,0.7537023645016622,475193600
2000-02-04,0.8114632368087769,0.8264901712365699,0.7785910214844726,0.7809388828070486,425320000
2000-02-07,0.8570137619972229,0.8584225090328048,0.7959667530052622,0.8114633215050175,441067200
2000-02-08,0.8631191253662109,0.8725103719898853,0.8358825439505627,0.8565442696261426,408643200
2000-02-09,0.8462127447128296,0.8800240731351007,0.8448040981966106,0.8574832209591394,299364800
2000-02-10,0.8527876734733582,0.8556050670691027,0.8264902109325128,0.8480919506026726,302982400
2000-02-11,0.8170982003211975,0.8574834401624912,0.8133416414565394,0.853726881297833,212251200
2000-02-14,0.8701624274253845,0.8706320097481809,0.8161589053954462,0.8213241604712045,367539200
2000-02-15,0.8941119313240051,0.9011562672984743,0.8654667105376628,0.865936292809298,485744000
2000-02-16,0.8574832081794739,0.8875379782494702,0.8424562745694315,0.8847197824091089,378246400
2000-02-17,0.8631191253662109,0.8678147486780482,0.8499704170529072,0.8654669370221296,289497600
2000-02-18,0.835882306098938,0.8668753372182669,0.8330640601586273,0.8612405507207764,233441600
2000-02-22,0.8551353812217712,0.8786153971658855,0.801601398300471,0.8274292753956798,422296000
2000-02-23,0.8734496235847473,0.8941122541639859,0.8340034947245715,0.8507917942930961,473099200
2000-02-24,0.8655837774276733,0.8950511968601172,0.8396389276465603,0.8814329081794546,376432000
2000-02-25,0.8293075561523438,0.8790850345762917,0.8274293273036323,0.862649353429297,249144000
2000-02-28,0.8509091138839722,0.8640578165162861,0.8142804489785148,0.8274291516108288,328328000
2000-02-29,0.8612406849861145,0.8809633436519391,0.8457433644772172,0.8532571834062773,368961600
2000-03-01,0.9791087508201599,0.9922574586653234,0.8903555747653847,0.8908251571431863,1077003200
2000-03-02,0.9166530966758728,0.9612645312199962,0.9067913640158803,0.9542209953701392,311259200
2000-03-03,0.9617334604263306,0.9634948198804575,0.9016256395422222,0.938253449464178,323366400
2000-03-06,0.9443590044975281,0.9701868337409295,0.9391928969388627,0.9467068156999633,210560000
2000-03-07,0.923226535320282,0.9575074381913604,0.9100778332829306,0.949993521565371,273011200
2000-03-08,0.9166530966758728,0.9312105533413337,0.8908252603704628,0.9232270500935139,271230400
2000-03-09,0.9185313582420349,0.9391930840429569,0.8884773825936285,0.9082000439164963,276718400
2000-03-10,0.9448288679122925,0.9612645543860183,0.9091391977700946,0.9143053068658106,248606400
2000-03-13,0.9114865660667419,0.9504630894214084,0.8978682820641012,0.917591736089627,303956800
2000-03-14,0.8584226369857788,0.9335583313330513,0.8565443073250267,0.9107826311879001,428579200
2000-03-15,0.8734496235847473,0.9035044045712276,0.8574835196342493,0.8687539998062461,443609600
2000-03-16,0.9133650660514832,0.9166528443889517,0.8603006607487323,0.8814328675492272,378100800
2000-03-17,0.9391931295394897,0.9391931295394896,0.8988078376091944,0.9025652995036376,305043200
2000-03-20,0.9241661429405212,0.948585230046379,0.9194704193009761,0.927923504322289,204489600
2000-03-21,1.0138593912124634,1.027477582999253,0.9138357226950171,0.9208792587013069,524328000
2000-03-22,1.0833593606948853,1.0847689105072797,0.9885010020334201,0.997658411087895,567996800
2000-03-23,1.0617579221725464,1.1298492449482667,1.0518961947138274,1.0669231255693072,562564800
2000-03-24,1.04203462600708,1.081480739318388,1.0180850280966651,1.070210263588987,446913600
2000-03-27,1.0486094951629639,1.0875860305176328,1.0284164527571384,1.0340521426684461,279182400
2000-03-28,1.0453227758407593,1.0669236676210028,1.0302949345006227,1.0312340993468643,202966400
2000-03-29,1.0213732719421387,1.0476706928102868,1.005524136274797,1.0472012106567263,239836800
2000-03-30,0.9448288679122925,1.0345219234944638,0.942480955694629,1.0035280777875928,414400000
2000-03-31,1.0204344987869263,1.0312344974209289,0.9467074216631389,0.9575083231476947,404633600
2000-04-03,1.0016498565673828,1.0481403292160183,0.9725350396961773,1.0180855448223283,328563200
2000-04-04,0.9565687775611877,0.9993018810517341,0.8772069413762865,0.9964844868624679,660329600
2000-04-05,0.9795790314674377,0.9983625252135925,0.9316799286463816,0.9502285810702916,457665600
2000-04-06,0.9406026601791382,1.010572345368756,0.9260444016517184,0.981457533697591,259627200
2000-04-07,0.9899094104766846,0.9908484746911452,0.9429501807543105,0.9560988854565621,242435200
2000-04-10,0.9391931295394897,0.9974236569177933,0.937314900175712,0.989440153875678,212262400
2000-04-11,0.8973991870880127,0.9382539609588665,0.8870678723031892,0.9279235490242383,541822400
2000-04-12,0.8208548426628113,0.8941123168590945,0.7879835177328489,0.8941123168590945,941136000
2000-04-13,0.8551353812217712,0.9016258308481155,0.8152196851617382,0.8377605867404112,529827200
2000-04-14,0.8405780792236328,0.8865980993290974,0.8189762894603527,0.8213241508886077,667620800
2000-04-17,0.9307407140731812,0.9312102963758169,0.8194458461569597,0.8227336746503874,409561600
2000-04-18,0.953281819820404,0.953281819820404,0.8969296213022345,0.9279235662314498,390924800
2000-04-19,0.9100782871246338,0.9786392242073311,0.8997469726408995,0.9481157660108568,520150400
2000-04-20,0.8931730389595032,0.9373148894278852,0.8795547476655216,0.9293321890108146,722120000
2000-04-24,0.905382513999939,0.905382513999939,0.8621798364408527,0.8640580654318242,443620800
2000-04-25,0.9640819430351257,0.9673697223372881,0.9171226957923337,0.9175922782330923,391641600
2000-04-26,0.9114865660667419,0.9617334626074794,0.9016256415870503,0.9514021534314024,366912000
2000-04-27,0.9523419141769409,0.9542210465401038,0.8759153378224254,0.8804939924946165,326603200
2000-04-28,0.9321494698524475,0.9579774023727604,0.9114869432661815,0.9551600085435921,249580800
2000-05-01,0.9340276718139648,0.9401328435301577,0.915713761731974,0.9382537118226416,226195200
2000-05-02,0.8856589198112488,0.9485850559243636,0.882841526271355,0.9260442022219068,236432000
2000-05-03,0.8645276427268982,0.9110172959871012,0.8386998123638185,0.8936424490425484,489798400
2000-05-04,0.8316554427146912,0.865936355457383,0.8307162781034749,0.8649971908461668,399515200
2000-05-05,0.8499701023101807,0.8621796413132686,0.8318900833326353,0.8325944065052643,284076800
2000-05-08,0.8274292945861816,0.8541962365093079,0.8264901300406309,0.842221437128578,184900800
2000-05-09,0.7922093868255615,0.8358824506586364,0.7879832962215724,0.8288381136269417,327140800
2000-05-10,0.7461894750595093,0.7889225808910538,0.7419625308522001,0.7818782423401365,535091200
2000-05-11,0.7724866271018982,0.7832875211455187,0.7438414057513785,0.7616857832166072,499744000
2000-05-12,0.8086459040641785,0.8302468431252422,0.7871611317139746,0.7964363614227504,306913600
2000-05-15,0.7588685154914856,0.811932876925263,0.7522937104122598,0.811932876925263,678932800
2000-05-16,0.7940877079963684,0.8194459583436939,0.772017236434254,0.7852829132206931,440451200
2000-05-17,0.7616859674453735,0.7790607668321562,0.7541720472338902,0.7785911844376948,398092800
2000-05-18,0.7569901347160339,0.7884527504257741,0.7560509701246976,0.7738953481517434,373777600
2000-05-19,0.7062735557556152,0.745719670392034,0.7015770308203806,0.745719670392034,740667200
2000-05-22,0.6757492423057556,0.7043953174496612,0.6461648552555951,0.7043953174496612,755507200
2000-05-23,0.6447560787200928,0.7015769844516911,0.6433473821559346,0.6799761010569608,517585600
2000-05-24,0.6588438749313354,0.6743403893082817,0.623623853777043,0.6475734501049654,678462400
2000-05-25,0.6556739807128906,0.6961770345196538,0.6461648637960781,0.6649492093271053,406750400
2000-05-26,0.6489822268486023,0.6752796372360508,0.6405300467025967,0.6611917674761061,181148800
